TimeStamp,A,B,C,D,E,F
20020125,16.7098,17.891,17.1047,24.6736,47.9331,29.453
20020128,16.9886,17.4263,17.1082,24.2153,48.0642,29.5014
20020129,15.9729,16.9169,16.6038,22.6216,47.515,28.9202
20020130,16.3911,16.7114,16.8265,23.3409,48.9414,29.1884
20020131,16.2816,16.832,16.9287,23.9896,49.1382,30.4029
20020201,15.6841,16.8767,17.0199,22.6921,48.5726,30.835
20020204,14.7679,16.7739,16.6841,21.5568,48.1217,30.8462
20020205,14.748,17.958,16.5527,20.5061,48.2036,30.7755
20020206,14.4393,17.9402,16.5053,20.7318,48.2938,30.8016
20020207,13.6924,17.5023,16.571,21.1337,47.8757,30.6153
20020208,14.3198,17.8553,16.7097,21.86,48.466,30.5706
20020211,14.8974,17.748,16.9214,22.3889,49.4005,30.4513
20020212,14.0011,17.1135,16.9323,22.2126,49.1874,31.1256
20020213,14.4293,17.0242,17.009,21.3311,49.212,31.1703
20020214,13.7522,16.3852,16.9944,21.3382,49.5153,31.3194
20020215,13.1447,16.6086,16.8776,21.1831,49.1136,31.6583
20020219,13.2443,16.5461,16.6294,20.4638,48.589,31.2411
20020220,12.9854,16.9527,16.7754,20.7882,49.2038,31.6621
20020221,11.9398,16.5371,16.6659,20.5696,48.9414,31.1256
20020222,11.0535,16.8454,16.7827,19.7868,49.0316,31.8744
20020225,11.9697,16.631,17.009,20.4426,49.6956,32.5488
20020226,11.9398,16.6243,17.0163,20.4144,50.9171,32.2209
20020227,11.2826,16.5527,17.1075,20.4074,50.9991,31.8521
20020228,10.8643,16.5571,17.1258,20.6119,50.8679,31.6621
20020301,11.3423,16.5885,17.4579,20.908,51.4418,32.5972
20020304,11.9199,16.5527,17.9361,22.8472,51.5484,32.3253
20020305,11.5415,17.3758,17.7609,22.953,49.9088,31.6993
20020306,11.2527,17.519,17.9251,23.9402,49.9251,31.6993
20020307,10.944,17.1432,17.8521,23.9826,50.5647,31.2561
20020308,11.2427,17.7203,17.8449,24.4621,51.2369,31.2635
20020311,11.5813,17.4877,18.0092,25.541,51.3025,31.2933
20020312,11.9896,17.4116,18.2136,25.5198,50.9991,31.7291
20020313,12.0095,17.4743,18.1003,24.9204,50.7942,31.7068
20020314,11.6909,17.9172,18.0055,24.8005,51.0647,31.5466
20020315,11.4021,17.8948,18.4289,25.3858,52.2206,32.4184
20020318,11.0735,17.8277,18.323,24.8499,52.0402,32.6642
20020319,10.7548,18.2124,18.2938,25.3153,52.0239,33.4838
20020320,10.6453,17.8366,18.0676,24.8146,51.8063,33.2864
20020321,11.2129,17.5279,17.9654,24.5608,51.1333,33.6663
20020322,11.4917,17.4474,18.0822,24.8076,50.9199,33.4987
20020325,11.0336,17.2685,17.8777,24.723,50.3536,33.413
20020326,10.6851,17.519,17.9361,24.8076,51.0348,33.3125
20020327,11.0834,17.7695,18.1003,25.0615,50.961,33.5397
20020328,11.8801,18.3824,18.0493,25.0615,50.3947,33.5285
20020401,12.1091,18.2706,17.8595,25.1108,48.8762,33.4838
20020402,11.7406,18.3914,17.8923,24.8993,48.3264,33.6775
20020403,11.3921,18.114,17.6441,24.9277,47.9816,33.2528
20020404,11.6709,18.1185,17.7974,24.4863,48.6383,33.5136
20020405,11.0934,18.2795,17.8485,24.7569,48.5479,33.4652
20020408,10.7548,18.275,17.9434,24.9064,48.9666,33.5545
20020409,10.3166,18.4316,17.9763,25.0345,49.2538,33.603
20020410,10.1274,18.3958,18.1003,24.9349,49.7381,34.3928
20020411,9.74902,18.3779,17.9397,23.8597,49.3441,34.024
20020412,10.0577,18.3824,18.2282,24.3724,50.2798,34.2363
20020415,9.86852,17.9977,18.104,24.6429,49.1964,33.7222
20020416,10.8643,18.3377,18.2866,25.1769,49.4508,33.9756
20020417,10.3465,18.114,18.6041,26.5298,48.6136,33.7362
20020418,10.9241,18.3645,18.7355,26.5511,47.8503,33.0515
20020419,10.6751,18.5211,18.6259,26.8858,48.4413,33.2198
20020422,10.0378,18.3869,18.323,26.0243,47.2593,33.2498
20020423,9.75898,18.3466,18.199,25.8106,47.7272,33.2872
20020424,9.46023,18.964,18.4289,25.5401,47.2183,33.463
20020425,9.52994,19.3756,18.5566,24.9349,46.8161,33.463
20020426,9.17145,19.3935,18.5967,24.8494,45.782,33.7024
20020429,9.03203,19.295,18.4435,24.4009,46.0693,33.6464
20020430,9.09178,19.4919,18.6697,25.0274,45.8312,33.7623
20020501,8.93245,20.0958,18.6625,25.2553,46.3893,34.3048
20020502,8.3748,20.2658,18.9763,25.7323,46.4961,34.8697
20020503,7.97647,20.0287,18.8887,25.355,45.2731,34.4544
20020506,7.67773,21.0935,18.615,24.408,44.3211,34.4095
20020507,7.66777,20.9906,18.7427,24.6643,45.1582,34.3085
20020508,8.28517,21.6214,19.0071,26.2663,46.3155,34.3647
20020509,7.85697,21.9301,18.6768,25.476,45.1254,34.4133
20020510,7.41881,21.854,18.4272,24.9491,44.1569,34.5667
20020513,7.42877,21.5901,18.7612,25.8249,45.1418,34.8697
20020514,8.05614,21.6929,19.1392,26.6793,47.0459,34.8098
20020515,7.9466,22.4266,19.1613,26.3162,46.5371,34.4394
20020516,7.88685,22.5094,19.297,26.9214,47.7518,34.7799
20020517,8.07605,22.3885,19.3888,27.135,47.8257,34.9782
20020520,7.78727,22.0975,19.1649,26.6935,47.6369,34.5965
20020521,7.64785,22.0303,19.308,26.6579,46.5782,34.1439
20020522,7.77731,22.0482,19.1135,26.722,46.455,34.3796
20020523,7.90676,22.0975,19.5099,27.3059,46.2088,34.1776
20020524,7.62794,21.9273,19.4035,26.8359,45.6096,33.7848
20020528,7.61798,21.9273,19.3484,26.5155,44.9941,32.9992
20020529,7.5184,21.4034,19.2457,26.2877,44.8627,32.5465
20020530,7.36902,21.2333,19.1906,25.6326,44.2554,33.1526
20020531,7.17982,21.5601,19.2493,25.6398,44.4524,33.5192
20020603,6.78149,21.3676,18.9006,24.6714,43.7054,33.5694
20020604,7.0902,21.4885,18.6328,24.6999,44.1979,33.577
20020605,7.12007,21.5557,18.7465,24.7925,45.1171,34.0636
20020606,7.13003,21.2377,18.2767,23.938,44.436,33.7129
20020607,7.26944,21.1258,18.3355,23.9736,44.5919,33.6713
20020610,7.16986,21.2064,18.3538,24.1232,46.2499,33.6713
20020611,6.96074,21.3004,18.196,23.4681,46.2991,33.5581
20020612,6.95078,22.2542,18.3501,23.6176,47.5384,35.0669
20020613,6.90099,21.4885,18.0749,23.1477,46.258,34.4974
20020614,6.93087,21.3586,18.3135,23.5678,46.6438,34.4936
20020617,7.13003,21.5646,18.8859,25.1912,47.8093,35.38
20020618,7.02049,22.0527,18.9558,24.9206,48.0391,35.3536
20020619,6.87112,22.693,18.7906,24.6429,47.1967,35.5836
20020620,6.423,23.1005,18.7172,23.7529,46.4406,35.4441
20020621,6.24375,22.6706,18.7612,23.4325,45.3065,35.3875
20020624,6.69187,22.1736,18.4823,23.6105,45.742,35.2593
20020625,6.40308,22.4333,18.475,23.3684,45.3969,33.7242
20020626,6.72175,22.0975,18.229,22.4286,45.7585,34.3465
20020627,7.18978,21.6989,18.3979,23.283,47.2707,34.7086
20020628,7.49848,22.1557,18.3905,23.7885,45.2983,33.7996
20020701,6.94082,21.3139,18.108,22.4143,44.8052,33.9618
20020702,6.77154,21.5601,18.2327,22.3577,44.0491,33.6449
20020703,7.32919,21.8781,17.9868,22.3073,45.2161,33.3808
20020705,7.56819,22.2676,18.5006,23.3942,46.0297,33.8713
20020708,7.41881,21.8646,18.6328,23.2862,45.7256,34.041
20020709,7.66777,21.6989,18.4419,22.516,44.797,33.0753
20020710,7.72752,21.8064,18.0089,21.7242,44.2382,33.2036
20020711,8.07605,21.4437,17.9024,22.1921,44.7641,32.4492
20020712,8.46442,21.2825,17.6529,21.7458,43.556,31.6081
20020715,9.06191,21.0765,17.2968,21.6091,43.8766,31.0046
20020716,8.98224,21.0004,17.3409,20.5149,41.0906,30.6048
20020717,8.58392,20.7586,17.5244,20.2198,39.6031,30.3657
20020718,8.35488,20.0109,17.0363,19.5864,39.0443,30.4567
20020719,7.96651,18.8019,16.5078,18.9529,37.5322,28.2428
20020722,7.06032,19.0392,16.3353,17.65,36.5706,29.5924
20020723,6.98066,20.5527,15.5976,14.4684,37.0144,30.0132
20020724,7.59806,21.1482,16.7573,16.9878,39.3977,31.2073
20020725,6.98066,21.6989,17.0363,16.124,38.6005,32.1854
20020726,6.79145,21.5601,17.4841,16.0304,39.4388,31.9049
20020729,7.47856,22.3661,18.174,18.0171,40.6386,32.9967
20020730,7.81714,22.1602,18.2584,17.902,40.4003,32.9853
20020731,7.40886,21.9855,18.6658,17.8732,40.3427,33.7321
20020801,7.04041,21.3676,18.097,18.0099,38.7896,33.1862
20020802,6.56242,21.3049,17.9538,17.1174,37.9185,34.0657
20020805,6.31346,21.1124,17.6272,16.1168,37.4746,33.0801
20020806,6.69187,21.0004,17.9868,16.9662,39.0114,33.2658
20020807,6.92091,21.4572,18.3892,17.3189,39.71,33.7056
20020808,7.1599,21.9139,18.9724,18.9745,40.3921,34.3993
20020809,6.90099,21.9184,19.0794,18.8953,40.4661,34.5358
20020812,6.76158,21.8557,18.9281,18.3195,39.7346,34.4524
20020813,6.58233,21.4527,18.5553,17.4917,40.0469,34.0657
20020814,7.10015,22.1422,19.0056,18.0603,43.1534,35.1727
20020815,7.18978,22.1422,19.0462,17.83,44.9531,34.642
20020816,7.12007,22.1355,18.954,17.902,44.1889,34.2477
20020819,7.2794,22.2565,19.3968,19.5864,44.9449,34.5889
20020820,7.5881,22.736,19.0499,19.0393,44.0984,34.1871
20020821,7.9466,22.8436,18.9871,19.284,44.5012,34.4145
20020822,8.2553,22.364,19.1902,19.2121,44.608,34.4032
20020823,7.72752,22.0772,19.0462,18.5498,43.5643,34.2136
20020826,7.84701,21.7859,19.3637,19.0681,43.8848,34.1757
20020827,7.7076,21.6156,19.4228,19.2264,43.4903,34.2857
20020828,7.03045,21.9696,19.1865,18.9313,43.8273,34.0088
20020829,7.00057,21.8352,19.0757,19.0753,43.704,33.2999
20020830,6.74166,21.6514,19.2566,19.0249,43.8848,33.5577
20020903,6.34334,21.6918,18.8579,17.8228,42.6685,32.773
20020904,6.83128,21.8621,18.8174,18.2763,42.9479,33.5729
20020905,6.84124,21.9293,18.7731,17.3909,41.896,34.0392
20020906,6.39313,21.9652,19.0056,17.2469,43.2766,34.0582
20020909,6.37321,22.2072,19.1127,16.995,43.778,34.3501
20020910,6.47279,22.2654,18.8912,16.6567,45.0353,34.6116
20020911,6.76158,22.261,18.751,16.5631,44.3614,34.7557
20020912,6.67195,21.9024,18.1678,15.8433,43.704,34.407
20020913,6.45288,21.8352,18.1124,15.8073,44.6901,34.805
20020916,5.97488,22.2834,18.0681,15.6201,44.9943,35.2334
20020917,5.84543,21.9607,17.8097,15.5194,44.6408,34.8694
20020918,5.34752,22.0369,17.4221,14.6556,44.7273,34.8808
20020919,5.36744,21.3646,17.0124,14.3029,44.2254,34.5547
20020920,5.74585,21.6425,17.2044,14.5404,45.0565,34.4866
20020923,5.72593,21.9293,17.9388,13.8638,43.3448,34.4032
20020924,5.69606,21.0195,17.6251,13.4031,42.3654,33.4175
20020925,5.94501,21.3736,17.8872,13.583,42.8592,33.7777
20020926,5.1384,21.8083,18.0681,13.7774,44.2089,34.4183
20020927,4.97907,21.871,17.865,13.1943,42.2008,33.3985
20020930,4.49112,21.7232,17.7396,13.6766,40.4891,33.8194
20021001,4.84961,22.1803,18.0201,14.1733,42.4312,34.532
20021002,4.80978,22.122,17.5107,13.4549,42.2914,34.3122
20021003,4.97907,21.1988,17.0197,12.8982,41.8058,34.024
20021004,3.80401,19.1954,16.6101,12.2244,42.5466,33.5881
20021007,4.03305,20.0335,16.0232,12.2757,41.3779,33.7549
20021008,3.92351,20.652,16.6986,12.1292,43.1308,33.9065
20021009,4.0928,20.5265,16.4735,11.2869,41.8552,33.4023
20021010,4.17246,20.8716,16.6692,11.6458,42.4642,33.6866
20021011,4.56083,21.4005,17.267,12.576,44.1925,34.1492
20021014,4.41146,21.6021,17.4147,12.4221,44.7191,34.5889
20021015,5.06869,22.0996,18.3745,13.6233,46.2992,34.3008
20021016,4.75003,22.0414,18.3523,13.3743,46.6366,34.4609
20021017,4.5907,22.122,18.3228,13.7405,45.4269,34.3885
20021018,4.36167,21.7411,18.6181,13.887,46.3157,34.7541
20021021,4.55087,22.3237,18.7177,14.8392,46.2827,35.0702
20021022,4.79982,22.3506,18.5738,14.5902,46.1263,34.3771
20021023,5.15832,21.2481,18.714,14.4949,47.1551,34.6475
20021024,5.00894,20.5982,18.5295,14.4144,46.4061,33.7639
20021025,5.4471,20.4234,18.7805,14.8685,47.2785,33.741
20021028,4.97907,20.1097,18.5996,15.5277,46.1182,32.7014
20021029,5.04878,20.1993,18.5368,15.0223,46.5296,33.8972
20021030,5.24794,20.7148,18.6402,15.4105,44.3158,33.8134
20021031,5.08861,21.0598,18.6181,15.1468,44.0196,33.6116
20021101,5.40727,21.0778,18.7214,15.7621,44.8837,33.5202
20021104,5.82551,20.7954,18.4962,16.1722,43.8715,32.9451
20021105,5.85539,21.0195,18.4482,16.4505,44.6944,33.7829
20021106,6.17405,20.7954,17.988,16.1429,44.7109,33.4974
20021107,5.73589,20.4055,17.4832,14.993,44.4064,33.5202
20021108,5.40727,20.2397,16.867,14.8319,44.4969,33.326
20021111,5.15832,19.5764,17.0488,14.9637,43.6246,32.8461
20021112,5.48694,20.0201,17.2048,15.015,44.1925,32.4844
20021113,5.72593,19.6078,17.2196,15.3446,45.1717,32.6557
20021114,6.51262,19.9439,17.6205,16.0331,45.6738,32.8994
20021115,6.33338,19.4464,17.8357,16.2015,45.6573,33.2422
20021118,6.67195,19.1884,17.5091,16.0257,44.1842,32.7395
20021119,6.05455,19.4755,17.2048,16.0843,43.5835,33.1508
20021120,6.3035,19.7178,17.4238,17.2782,44.7521,33.4707
20021121,6.84124,19.3275,17.6688,18.1791,44.4723,33.0518
20021122,6.46283,19.5563,17.6464,18.289,44.2336,32.9413
20021125,6.9707,19.7492,17.4868,18.267,44.3158,32.6367
20021126,6.8512,19.3275,16.9932,17.681,43.8304,32.1454
20021127,7.45865,19.9556,17.4386,18.4208,45.1306,32.4615
20021129,7.21965,19.7492,17.1528,18.4208,44.357,31.9969
20021202,7.11011,19.7851,17.1602,18.4794,44.7273,31.5209
20021203,6.46283,19.6999,17.0303,18.018,44.3652,32.1302
20021204,6.50267,19.6595,17.2419,18.0985,44.7685,32.751
20021205,6.59229,19.4307,16.9635,17.2709,43.6822,32.4653
20021206,6.61221,19.7223,17.1305,17.8715,43.6246,32.7319
20021209,6.28359,19.1794,17.0229,17.0292,42.6782,32.8804
20021210,6.26367,19.0897,17.3755,17.6591,43.1884,33.3641
20021211,6.34334,19.0045,17.3236,17.6371,42.777,33.3527
20021212,6.63212,18.9731,17.1713,17.6957,42.2337,33.425
20021213,6.24375,18.5648,17.0822,17.2929,41.6083,33.2955
20021216,6.35329,18.8788,17.4312,18.1571,42.7358,33.5049
20021217,6.55246,18.5154,17.3978,18.3695,41.9293,33.265
20021218,6.03463,18.0488,17.1676,17.5639,41.5049,33.2879
20021219,5.74585,18.0085,17.1268,17.0072,41.3236,32.5986
20021220,6.1143,19.1211,17.446,18.1864,41.8675,33.3298
20021223,6.18401,18.8071,17.4423,18.0912,40.8702,33.4364
20021224,6.00476,18.8205,17.4163,17.725,40.9609,33.3641
20021226,6.06451,18.7936,17.3458,17.8642,40.9774,33.246
20021227,5.98484,18.6725,17.1973,17.4467,40.4829,32.9376
20021230,6.04459,18.3853,17.4794,17.5712,41.7356,32.8652
20021231,6.09438,18.5289,17.3941,17.5712,41.6614,32.7738
20030102,6.35329,19.5518,18.0177,18.8787,42.5268,33.3945
20030103,6.38317,19.637,17.8098,19.2502,41.2493,33.1128
20030106,6.75162,19.2422,18.1216,20.7138,41.3647,33.4364
20030107,7.44869,19.0493,18.0066,20.5875,41.546,32.9337
20030108,7.40886,18.7487,17.7579,19.9114,41.2082,32.4387
20030109,7.80718,18.2283,17.9323,20.2606,42.7164,32.6672
20030110,7.87689,18.0668,17.8284,20.0972,42.535,32.7928
20030113,7.66777,18.7622,17.936,20.3721,42.2218,32.7928
20030114,7.80718,18.7801,18.0139,20.5058,42.3043,32.8423
20030115,7.53831,18.7801,17.6947,20.06,41.6614,32.6786
20030116,7.33915,19.0897,17.4571,19.8668,41.4636,33.1051
20030117,6.87112,18.9596,17.5091,19.4731,41.1504,33.1051
20030121,6.82133,18.8788,17.5277,18.8861,40.4005,32.7814
20030122,6.91095,18.7218,17.446,18.3586,39.4774,32.5596
20030123,7.49848,18.9416,17.717,18.6112,39.9225,32.7203
20030124,7.10015,18.3988,17.4497,17.6974,38.9911,32.1961
20030127,7.07028,18.2821,17.3384,17.3036,38.8757,31.7024
20030128,7.68768,18.4302,17.2864,17.4671,39.6917,32.5443
20030129,7.67773,18.5468,17.3904,17.4745,39.6504,32.6017
20030130,7.44869,18.3943,17.201,17.103,39.2302,32.3261
20030131,7.61798,18.816,17.5945,17.3482,39.4526,32.7165
20030203,7.61798,19.2512,17.7319,17.5042,39.6258,32.7662
20030204,7.73748,18.834,17.4201,17.1104,38.9252,32.8618
20030205,7.67773,19.2871,16.9341,17.0064,38.5296,32.6132
20030206,7.57815,19.1256,17.1247,16.5681,38.5625,32.5099
20030207,7.3989,18.9731,16.9604,16.3155,38.5873,32.1654
20030210,7.86693,18.9282,17.1247,16.4269,38.7768,32.4639
20030211,7.74743,18.7532,16.9827,16.4046,38.9087,31.8288
20030212,7.56819,18.5289,16.9229,15.9886,39.395,31.8173
20030213,7.78727,18.5603,17.0014,15.8474,39.1889,31.6489
20030214,7.91672,19.0359,17.2741,16.2412,40.4252,31.9895
20030218,8.51421,19.2492,17.4086,16.739,40.4829,32.33
20030219,8.14576,19.2716,17.3227,16.687,40.1944,32.1042
20030220,8.20551,18.9303,17.1807,16.843,39.6093,31.932
20030221,8.05614,19.5187,17.3676,17.0584,40.4087,32.2267
20030224,7.75739,19.083,16.9155,16.5384,39.3208,31.7063
20030225,7.72752,19.1773,17.0499,16.7464,39.8647,31.7216
20030226,7.47856,19.0965,16.8259,16.5309,39.4362,31.557
20030227,7.11011,19.6489,16.9566,16.791,39.6423,31.5609
20030228,7.32919,19.8285,16.9379,16.8504,39.5928,31.2739
20030303,7.36902,19.8824,16.9229,16.9396,39.395,30.9219
20030304,7.10015,19.6579,16.8147,16.6498,38.7357,30.5737
20030305,7.23957,19.8869,17.0649,16.9173,39.4362,30.9792
20030306,7.26944,19.7477,16.8221,16.3229,39.1313,30.7076
20030307,7.36902,20.0306,17.0089,16.5532,39.601,30.9334
20030310,6.94082,19.6669,16.5419,15.8994,38.8346,30.566
20030311,6.8512,19.2986,16.5494,15.4091,38.5955,30.9295
20030312,6.88108,19.9678,16.4784,15.4091,39.0653,31.3313
20030313,7.2794,20.2822,17.0873,16.1446,40.8043,31.9359
20030314,7.2794,20.7358,17.0537,15.788,40.6807,31.8938
20030317,7.68768,21.3331,17.4236,16.7538,42.8317,32.7088
20030318,7.69764,21.1804,17.3899,16.9767,42.9389,33.1144
20030319,7.69764,21.5262,17.6365,17.3333,43.756,33.6196
20030320,7.79722,21.7463,17.502,17.4299,43.8551,33.6654
20030321,7.28936,22.1101,17.6552,18.3883,45.1182,34.0443
20030324,6.99061,21.3151,17.121,17.5488,43.4506,33.5583
20030325,7.05036,21.2163,17.3488,17.9203,44.1441,33.8568
20030326,7.01053,20.9154,17.1657,17.9426,44.1028,33.7917
20030327,7.07028,20.7043,17.0089,17.9797,44.1605,33.9333
20030328,7.0902,20.9109,17.0388,18.106,43.8551,33.9525
20030331,7.18978,20.7986,16.7735,17.6379,42.9965,34.1476
20030401,7.38894,21.0951,17.2965,18.0466,43.3102,34.2777
20030402,7.64785,21.2388,17.6626,18.9062,44.6147,34.4766
20030403,7.78727,20.628,17.4721,18.7932,44.5898,34.2662
20030404,7.71756,20.9603,17.6028,19.2905,45.077,34.4958
20030407,7.81714,21.0951,17.4908,19.3433,44.9036,34.2279
20030408,7.69764,21.3645,17.7112,19.5769,45.143,34.3925
20030409,7.66777,21.1759,17.3264,19.4036,44.3174,34.1016
20030410,7.60802,21.3466,17.5282,19.396,45.0275,33.9409
20030411,7.68768,21.149,17.2629,19.2604,43.756,34.1629
20030414,7.76735,21.5352,17.4535,19.9687,44.7468,34.4575
20030415,7.74743,21.872,17.7336,20.24,45.6136,34.55
20030416,8.33496,21.7328,17.4684,19.9386,45.0026,34.2155
20030417,8.46442,22.2583,17.7261,20.5942,45.754,34.3423
20030421,8.86275,22.0337,17.5394,20.6771,45.4237,34.3501
20030422,9.07187,21.899,17.898,21.619,46.2163,35.0496
20030423,9.28099,21.387,17.9839,22.1615,46.1172,34.8306
20030424,9.16149,21.3735,17.7598,21.5135,45.5145,34.5
20030425,8.76316,21.3106,17.7,21.0689,45.3989,34.2501
20030428,9.01212,21.6295,17.9017,21.7245,46.3236,34.8113
20030429,9.4204,21.8586,17.9802,21.9656,46.7034,34.9228
20030430,8.9922,21.6609,18.025,22.2293,46.4062,34.5
20030501,9.2312,21.8451,18.0773,22.0711,46.1668,34.5422
20030502,9.4204,22.2268,18.294,22.5609,46.3236,34.5808
20030505,9.66935,21.899,17.9503,22.8623,45.9026,34.6038
20030506,9.70919,21.9259,18.0773,23.1713,46.1254,34.5
20030507,9.47019,21.9619,17.9646,23.2315,45.498,34.5385
20030508,9.37061,21.7283,17.6976,22.5534,45.4403,34.2424
20030509,9.45028,21.9843,17.8216,22.6362,45.9934,34.377
20030512,9.88843,22.1011,18.0547,23.3144,46.7034,34.1963
20030513,10.0079,22.2313,17.9983,23.1637,45.8613,33.7389
20030514,9.97806,22.3795,17.9532,23.0055,44.6477,34.0541
20030515,9.85856,22.7927,18.0961,23.4124,44.3835,34.5884
20030516,9.80877,23.0467,18.1938,23.548,43.7725,34.7306
20030519,9.21128,23.0332,17.8781,22.9075,43.3597,34.5769
20030520,9.2312,23.276,17.8142,22.9377,43.6074,34.3731
20030521,9.21128,23.3704,17.8104,22.9603,43.4341,34.3386
20030522,9.41044,23.2894,17.7202,22.9829,43.7065,34.4039
20030523,9.52994,23.2894,17.7691,23.2768,42.9552,34.4308
20030527,9.92827,23.5502,18.1375,24.1283,43.3432,35.0074
20030528,9.92827,23.7569,17.9871,24.5427,44.0616,35.2764
20030529,10.0876,23.3479,17.8668,24.3543,43.5827,34.9997
20030530,10.7747,23.4827,18.16,24.7537,43.4671,35.2688
20030602,10.3963,23.5726,18.363,25.5148,43.3102,35.0804
20030603,10.8245,23.4288,18.5134,25.4997,43.5497,35.3879
20030604,10.7548,23.4782,18.878,26.1251,44.4577,35.4687
20030605,10.934,23.4872,19.0096,26.4868,45.0852,35.0958
20030606,10.9241,23.6311,18.9231,26.4944,44.466,34.7883
20030609,10.5556,23.7569,18.7201,25.4469,44.4165,34.8228
20030610,10.4361,23.9592,18.9795,25.7634,45.1926,34.8152
20030611,10.3664,23.5726,19.3366,26.095,45.6136,34.7383
20030612,10.5755,23.703,19.3704,26.208,45.4319,34.9228
20030613,10.3664,23.9682,19.1411,26.1025,44.5898,35.042
20030616,10.456,24.5481,19.4719,27.0746,45.6054,35.5225
20030617,10.2768,24.3638,19.4869,27.2253,45.4319,35.288
20030618,10.2768,24.3908,19.517,26.3663,45.6056,35.2034
20030619,10.1374,23.8244,19.2314,25.9292,45.0515,34.7191
20030620,10.1971,24.0266,19.2577,26.2155,44.8448,35.0997
20030623,9.97806,23.73,19.0697,25.4545,44.4479,35.1458
20030624,9.82868,23.9053,19.1674,25.8614,45.1673,35.5225
20030625,9.91831,23.6805,19.0471,25.56,44.82,34.8805
20030626,10.1872,23.9907,19.3366,25.8162,44.8944,34.7268
20030627,10.237,23.7345,19.2125,25.5976,44.5224,34.2963
20030630,10.3963,23.7749,18.9494,25.7785,44.5554,34.3616
20030701,10.5058,23.7345,19.0697,25.9918,44.9027,34.6383
20030702,10.8444,23.9592,19.1674,26.0679,46.0273,34.6307
20030703,10.8942,24.2244,19.0585,25.9081,45.4815,34.5808
20030707,11.6709,24.7369,19.2051,26.7149,46.7302,34.8614
20030708,11.183,25.4022,19.0998,26.8899,46.7881,34.6499
20030709,11.0037,25.1235,19.1148,27.1411,46.1762,34.0541
20030710,10.8444,24.9841,19.175,26.6692,46.0026,33.9657
20030711,10.8444,25.0246,19.4982,27.2096,46.7716,34.0195
20030714,11.0934,25.0471,19.9268,28.2752,46.8212,33.9618
20030715,11.0037,24.7773,19.5095,28.3284,47.367,34.104
20030716,10.1075,24.2739,19.5246,27.5749,46.9535,34.2218
20030717,9.76894,23.8064,19.1524,26.6844,46.325,34.0557
20030718,9.9681,23.8109,19.3178,26.8443,47.0031,34.674
20030721,9.97806,23.739,19.2539,26.1897,46.3003,34.4807
20030722,9.93822,23.7524,19.5396,26.555,47.0362,34.6391
20030723,10.0378,23.8603,19.5058,26.5474,46.7385,34.3494
20030724,9.75898,23.4917,19.3329,26.3191,46.0357,34.102
20030725,9.93822,23.7614,19.5659,26.9889,46.4574,34.5232
20030728,9.85856,23.721,19.517,27.0269,46.4656,34.1639
20030729,10.0378,23.3928,19.4418,26.7986,45.8785,33.7311
20030730,10.0577,23.1726,19.3178,26.7301,46.0935,33.9128
20030731,10.6154,23.231,18.987,26.6844,46.3168,33.99
20030801,10.6353,22.9928,18.799,25.3982,45.7296,33.48
20030804,10.715,22.8984,18.8968,25.695,46.201,33.9823
20030805,10.476,22.6691,18.7239,24.9796,45.7545,33.8316
20030806,10.944,22.7635,18.9516,25.1013,46.1266,34.2875
20030807,11.0436,22.7815,18.9555,25.0937,47.1271,34.0982
20030808,11.193,23.0152,19.0237,25.1166,47.7309,34.3803
20030811,11.2129,23.1726,18.9478,25.2688,47.6729,34.4421
20030812,11.3025,23.2625,19.111,25.5884,48.5991,34.5193
20030813,11.2029,23.1546,18.982,25.3906,48.012,34.4035
20030814,11.0934,23.4198,19.1337,25.7939,47.8963,34.3416
20030815,11.193,23.4962,19.13,25.5884,48.012,34.4576
20030818,11.4319,23.5525,19.1185,25.832,48.69,34.1871
20030819,11.5415,23.44,19.1337,26.0223,48.69,33.9244
20030820,12.139,23.6784,18.9478,26.517,48.6073,33.793
20030821,12.3282,23.5615,18.8379,26.3267,48.9961,33.5186
20030822,12.0792,23.224,18.6482,25.8092,48.3014,33.4994
20030825,12.2386,23.0891,18.8454,25.6417,48.8389,33.6886
20030826,12.2087,23.1071,18.8265,25.4362,48.905,33.9166
20030827,12.5871,23.1385,18.762,25.3601,48.905,33.766
20030828,12.4776,23.278,18.9858,25.8244,49.087,33.8703
20030829,12.6369,23.3545,18.9744,26.0451,48.8968,33.7813
20030902,13.0452,23.7189,19.4144,26.4333,49.5335,34.075
20030903,13.2244,23.9934,19.5282,26.5246,49.5749,34.3107
20030904,13.2045,23.9754,19.3272,26.3724,49.6824,35.2883
20030905,12.9755,23.7099,19.2096,26.007,48.657,35.1105
20030908,13.553,23.6469,19.4448,26.3724,48.4172,35.4003
20030909,13.553,23.2375,19.35,26.1212,47.1768,35.2264
20030910,13.0352,23.152,18.9706,25.3982,46.8708,35.099
20030911,13.2642,23.224,18.9023,25.6417,47.5241,35.3462
20030912,13.324,23.3635,19.0731,25.8853,47.4745,35.4699
20030915,13.2045,23.3365,18.9858,25.8168,47.7391,35.4699
20030916,13.5729,23.539,19.1375,26.3419,48.3263,35.7404
20030917,13.7024,23.6694,19.202,26.38,47.7556,35.7404
20030918,13.8518,23.9979,19.5548,27.1335,48.2849,35.9529
20030919,13.8518,24.3758,19.5889,27.0117,48.0782,35.7867
20030922,13.3539,24.3803,19.384,26.555,47.2098,35.6283
